# contour 0
635,1185
637,1183
644,1183
645,1184
646,1184
649,1187
649,1192
646,1195
641,1195
640,1194
639,1194
637,1192
637,1191
636,1190
636,1189
635,1188
# contour 1
695,1163
694,1162
689,1162
688,1163
686,1163
685,1164
681,1164
680,1165
678,1165
677,1166
675,1166
673,1168
674,1169
677,1169
678,1170
682,1170
683,1169
687,1169
688,1168
690,1168
691,1167
693,1167
695,1165
# contour 2
776,1158
777,1158
778,1159
779,1159
780,1160
781,1160
782,1161
783,1161
784,1162
787,1162
788,1163
791,1163
792,1164
797,1164
798,1165
815,1165
816,1164
819,1164
820,1163
821,1163
823,1161
823,1160
821,1158
# contour 3
843,1170
843,1164
844,1163
844,1162
845,1161
845,1160
846,1159
846,1158
849,1155
850,1155
851,1154
852,1154
853,1153
854,1153
855,1152
870,1152
871,1153
872,1153
873,1154
873,1155
874,1156
874,1161
873,1162
873,1164
870,1167
869,1167
868,1166
867,1166
864,1163
863,1163
863,1165
862,1166
862,1168
860,1170
859,1170
858,1171
848,1171
847,1172
845,1172
# contour 4
520,1089
521,1090
522,1090
524,1092
524,1093
525,1094
525,1103
526,1104
526,1121
525,1122
525,1123
521,1127
519,1127
518,1128
516,1128
515,1129
512,1129
511,1130
509,1130
508,1131
506,1131
504,1133
503,1133
502,1134
501,1134
500,1135
499,1135
497,1137
496,1137
495,1138
494,1138
493,1139
492,1139
490,1141
489,1141
488,1142
487,1142
485,1144
484,1144
483,1145
482,1145
480,1147
479,1147
478,1148
477,1148
475,1150
474,1150
472,1152
471,1152
470,1153
469,1153
467,1155
466,1155
464,1157
463,1157
461,1159
460,1159
458,1161
457,1161
455,1163
454,1163
451,1166
450,1166
448,1168
447,1168
444,1171
443,1171
440,1174
439,1174
436,1177
435,1177
431,1181
430,1181
425,1186
424,1186
417,1193
416,1193
401,1208
401,1209
396,1214
396,1215
394,1217
394,1218
392,1220
392,1221
390,1223
390,1224
388,1226
388,1227
387,1228
387,1229
386,1230
386,1231
385,1232
385,1233
384,1234
384,1235
383,1236
383,1238
382,1239
382,1240
381,1241
381,1243
380,1244
380,1246
379,1247
379,1249
378,1250
378,1253
377,1254
377,1257
376,1258
376,1262
375,1263
375,1271
374,1272
374,1290
375,1291
375,1297
376,1298
376,1302
377,1303
377,1305
378,1306
378,1308
379,1309
379,1311
380,1312
380,1313
381,1314
381,1316
382,1317
382,1318
383,1319
383,1320
385,1322
385,1323
387,1325
387,1326
389,1328
389,1329
393,1333
393,1334
405,1346
406,1346
412,1352
413,1352
416,1355
417,1355
420,1358
421,1358
423,1360
424,1360
426,1362
427,1362
428,1363
429,1363
431,1365
432,1365
433,1366
434,1366
435,1367
436,1367
437,1368
438,1368
439,1369
440,1369
441,1370
442,1370
443,1371
444,1371
445,1372
447,1372
448,1373
449,1373
450,1374
452,1374
453,1375
454,1375
455,1376
457,1376
458,1377
461,1377
462,1378
464,1378
465,1379
468,1379
469,1380
473,1380
474,1381
478,1381
479,1382
486,1382
487,1383
505,1383
506,1384
510,1384
511,1383
515,1383
516,1384
539,1384
540,1383
545,1383
546,1382
549,1382
550,1381
553,1381
554,1380
556,1380
557,1379
559,1379
560,1378
562,1378
563,1377
565,1377
566,1376
567,1376
568,1375
570,1375
571,1374
572,1374
573,1373
574,1373
575,1372
576,1372
577,1371
578,1371
579,1370
580,1370
581,1369
582,1369
583,1368
584,1368
585,1367
586,1367
587,1366
588,1366
589,1365
590,1365
591,1364
592,1364
593,1363
594,1363
596,1361
597,1361
598,1360
599,1360
600,1359
601,1359
602,1358
603,1358
605,1356
606,1356
607,1355
608,1355
609,1354
610,1354
612,1352
613,1352
614,1351
615,1351
617,1349
618,1349
619,1348
620,1348
621,1347
622,1347
624,1345
625,1345
626,1344
627,1344
629,1342
630,1342
631,1341
632,1341
633,1340
634,1340
636,1338
637,1338
638,1337
639,1337
640,1336
641,1336
643,1334
644,1334
645,1333
646,1333
647,1332
648,1332
649,1331
650,1331
652,1329
653,1329
654,1328
655,1328
656,1327
657,1327
658,1326
659,1326
660,1325
661,1325
662,1324
663,1324
664,1323
665,1323
667,1321
668,1321
669,1320
670,1320
671,1319
672,1319
673,1318
675,1318
676,1317
677,1317
678,1316
679,1316
680,1315
681,1315
682,1314
683,1314
684,1313
685,1313
686,1312
688,1312
689,1311
690,1311
691,1310
692,1310
693,1309
695,1309
696,1308
697,1308
698,1307
699,1307
700,1306
702,1306
703,1305
704,1305
705,1304
707,1304
708,1303
709,1303
