# contour 0
49,619
49,619
49,617
50,616
50,615
51,614
51,614
52,613
52,611
52,611
52,610
51,609
51,603
52,603
52,601
57,596
57,596
57,596
58,596
58,596
60,596
61,595
61,595
61,596
62,596
62,596
63,596
63,596
64,596
64,597
65,597
66,598
66,598
68,599
68,599
70,601
70,602
71,603
71,603
71,603
71,604
71,605
71,606
72,606
72,607
71,608
71,610
71,611
71,611
71,612
71,613
70,613
70,614
67,617
67,618
# contour 1
71,513
72,513
72,514
72,514
72,515
73,515
73,516
73,516
73,516
73,517
73,518
74,518
74,518
74,519
74,520
74,520
74,521
74,521
74,521
74,522
74,523
73,523
73,523
73,524
73,524
73,525
73,525
72,526
72,526
72,527
72,527
71,527
71,528
70,529
69,529
68,530
68,531
69,532
69,532
69,533
69,533
70,534
70,534
71,535
71,535
71,536
71,537
72,537
72,537
72,538
72,538
73,539
73,539
72,539
72,543
72,543
72,544
71,544
71,545
71,545
71,546
71,546
71,546
70,547
70,547
67,550
67,551
70,554
70,555
71,555
71,556
71,556
71,557
71,558
71,561
72,561
72,562
71,563
71,564
71,564
71,565
71,565
71,566
70,566
70,566
70,567
70,567
69,568
68,568
67,570
66,570
65,571
65,571
64,572
64,572
64,572
63,572
62,572
62,572
61,573
59,573
59,572
57,572
55,570
55,570
52,567
52,566
51,565
51,559
52,559
52,558
52,557
52,555
52,555
51,554
50,554
50,554
50,553
50,553
50,552
49,552
49,549
49,549
49,546
48,546
48,540
49,540
49,539
49,538
49,537
50,537
50,535
50,535
50,527
50,527
50,526
51,526
51,525
51,525
51,524
52,524
52,523
52,523
52,523
53,522
53,521
53,521
54,521
54,521
57,521
58,520
59,520
59,520
60,520
61,519
61,519
62,518
62,518
63,517
64,517
65,515
66,515
66,515
67,515
67,514
68,514
68,514
68,514
69,513
69,513
69,513
70,513
70,513
# contour 2
35,620
35,619
35,617
35,616
35,613
36,613
36,610
36,610
36,604
36,604
36,597
37,596
37,589
37,589
37,577
38,577
38,541
37,541
37,535
37,534
37,528
36,527
36,521
36,521
36,518
36,518
36,515
35,515
35,512
35,512
35,509
35,509
35,506
34,506
34,502
34,502
34,497
33,497
33,492
33,491
33,487
33,487
33,485
